review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
1126,2019,12,Economy Class,Business,London Heathrow to Doha,United Kingdom,7,0.3,Yes,"Clean aircraft, efficient crew and a good reputation","clean aircraft, efficient crew and a good reputation",8,Good <-> Excellent/Exceptional,praise
1127,2019,11,Economy Class,Couple Leisure,Sydney to Warsaw via Doha,Poland,3,-0.2,Yes,"good service on the planes, new aircraft","good service on the planes, new aircraft",8,Good <-> Excellent/Exceptional,praise
1129,2019,11,Economy Class,Family Leisure,Manchester to Lahore via Doha,United Kingdom,8,0.3,Yes,"service was really good, clean and space was good","service was really good, clean and space was good",4,Good <-> Excellent/Exceptional,praise
1131,2019,11,Economy Class,Couple Leisure,Sydney to Dublin via Doha,Ireland,10,0.9,Yes,"excellent service, lovely crew","excellent service, lovely crew",4,Good <-> Excellent/Exceptional,praise
1132,2019,11,Economy Class,Family Leisure,Paris to Kuala Lumpur via Doha,Malaysia,9,0.7,Yes,"Staff attentive, efficient, always available and friendly","staff attentive, efficient, always available and friendly",2,Friendly & Helpful,praise
1133,2019,11,Business Class,Solo Leisure,Manchester to Phnom Penh via Doha,United Kingdom,7,0.3,Yes,"service was magnificent, excellent flight, FAs were very helpful and polite","service was magnificent, excellent flight, fas were very helpful and polite",8,Good <-> Excellent/Exceptional,praise
1135,2019,11,Business Class,Business,Venice to Doha,Hong Kong,3,-0.2,No,food selection was good and the staff excellent,food selection was good and the staff excellent,0,Food: Good/Great,praise
1136,2019,11,Business Class,Business,Hong Kong to Doha,Hong Kong,3,-0.75,No,Friendly cabin crew,friendly cabin crew,6,Cabin Crew Friendly,praise
1138,2019,11,Business Class,Couple Leisure,Heathrow to Tokyo via Doha,United Kingdom,10,0.9,Yes,"Qsuite exceptionally good, plenty of space and good facilities","qsuite exceptionally good, plenty of space and good facilities",7,QSuites Experience,praise
1140,2019,11,Business Class,Business,Doha to Hong Kong,Hong Kong,2,-0.7,No,"fast check-in, good lounge","fast check-in, good lounge",5,Class Experience,praise
1141,2019,11,Economy Class,Family Leisure,Manchester to Bangkok via Doha,United Kingdom,4,-0.2,No,cabin crew attentive to children,cabin crew attentive to children,6,Cabin Crew Friendly,praise
1142,2019,11,Economy Class,Family Leisure,Melbourne to Munich via Doha,Australia,10,0.85,Yes,Supervisor Deyan provided excellent service,supervisor deyan provided excellent service,4,Good <-> Excellent/Exceptional,praise
1143,2019,11,Economy Class,Business,Cardiff to Cape Town via Doha,South Africa,9,0.85,Yes,kindness and professionalism of staff,kindness and professionalism of staff,2,Friendly & Helpful,praise
1144,2019,11,Economy Class,Family Leisure,Helsinki to Jakarta via Doha,Finland,6,0.3,Yes,cabin crew was excellent,cabin crew was excellent,6,Cabin Crew Friendly,praise
1147,2019,11,Business Class,Solo Leisure,Nice to Bangkok via Doha,Thailand,6,0.2,No,Outstanding lounge in Doha with a quiet area,outstanding lounge in doha with a quiet area,1,Doha Lounge Experience,praise
1148,2019,11,Economy Class,Couple Leisure,Gatwick to Colombo via Doha,United Kingdom,3,-0.4,No,Better service and meals on A350,better service and meals on a350,0,Food: Good/Great,praise
1149,2019,11,Economy Class,Solo Leisure,Doha to Dhaka,United Kingdom,9,0.8,Yes,A very pleasant flight,a very pleasant flight,8,Good <-> Excellent/Exceptional,praise
1150,2019,11,Business Class,Solo Leisure,Geneva to Penang via Doha,Malaysia,9,0.9,Yes,"staff most attentive, helpful","staff most attentive, helpful",2,Friendly & Helpful,praise
1151,2019,10,Business Class,Solo Leisure,Bangkok to Kuwait via Doha,Kuwait,10,0.9,Yes,"Cabin Crew, Food & Beverage, Cleanness of cabin","cabin crew, food & beverage, cleanness of cabin",6,Cabin Crew Friendly,praise
1152,2019,10,Economy Class,Solo Leisure,Lisbon to Tehran via Doha,Portugal,6,-0.2,Yes,FA Chung was very friendly and enthusiastic.,fa chung was very friendly and enthusiastic.,5,Class Experience,praise
1153,2019,10,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,Thailand,9,0.8,Yes,"FA quietly attentive, meals and wines excellent","fa quietly attentive, meals and wines excellent",0,Food: Good/Great,praise
1154,2019,10,Business Class,Solo Leisure,Sofia to Singapore via Doha,Switzerland,8,0.4,Yes,"fantastic crew, best business class seat","fantastic crew, best business class seat",6,Cabin Crew Friendly,praise
1156,2019,10,Business Class,Solo Leisure,Perth to Birmingham via Doha,Australia,9,0.8,Yes,"Exceptional food and service, First flight was in Q suites - wow","exceptional food and service, first flight was in q suites - wow",0,Food: Good/Great,praise
1157,2019,10,Economy Class,Business,Copenhagen to Chennai via Doha,India,10,0.9,Yes,"good nature ground and cabin staff, amazing interaction with staff","good nature ground and cabin staff, amazing interaction with staff",2,Friendly & Helpful,praise
1160,2019,10,Business Class,Solo Leisure,Kolkata to New York JFK via Doha,United States,8,0.7,Yes,"Cabin service was of a high standard, Dreamliner business class cabin is bright and big","cabin service was of a high standard, dreamliner business class cabin is bright and big",6,Cabin Crew Friendly,praise
1161,2019,10,Business Class,Couple Leisure,Perth to Edinburgh via Doha,United Kingdom,9,0.8,Yes,Crew were very professional and enjoyed the champagne and cuisine,crew were very professional and enjoyed the champagne and cuisine,0,Food: Good/Great,praise
1163,2019,10,Economy Class,Couple Leisure,Helsinki to Bali via Doha,Estonia,10,0.9,Yes,"amazing flights, service and food was spot on","amazing flights, service and food was spot on",0,Food: Good/Great,praise
1164,2019,10,Business Class,Business,Doha to Amsterdam,Netherlands,8,0.3,Yes,"Comfortable q-suite, good variety of movies and music","comfortable q-suite, good variety of movies and music",7,QSuites Experience,praise
1167,2019,9,Business Class,Business,Amsterdam to Doha,Netherlands,10,0.9,Yes,Outstanding service and food,outstanding service and food,0,Food: Good/Great,praise
1168,2019,9,Business Class,Family Leisure,Doha to Sydney,Australia,10,0.9,Yes,excellent food and beverages,excellent food and beverages,0,Food: Good/Great,praise
1173,2019,9,Economy Class,Family Leisure,Dar es Salaam to Houston via Doha,United States,10,0.95,Yes,treated like kings and queens,treated like kings and queens,5,Class Experience,praise
1174,2019,9,Economy Class,Solo Leisure,Kiev to Seoul via Doha,Ukraine,10,0.9,Yes,perfect service,perfect service,4,Good <-> Excellent/Exceptional,praise
1175,2019,9,Business Class,Business,Tunis to Doha,Tunisia,1,-0.3,No,"Everything was as expected, from boarding to cabin and flight entertainment","everything was as expected, from boarding to cabin and flight entertainment",8,Good <-> Excellent/Exceptional,praise
1177,2019,9,Economy Class,Solo Leisure,Amsterdam to Doha,Philippines,9,0.8,Yes,"seats are good and well-maintained, foods and drinks are generously served","seats are good and well-maintained, foods and drinks are generously served",3,Comfortable Seats,praise
1178,2019,9,Business Class,Solo Leisure,Manchester to Bangkok via Doha,United Kingdom,10,0.3,Yes,in the air they are peerless and simply amazing,in the air they are peerless and simply amazing,5,Class Experience,praise
1179,2019,9,Economy Class,Solo Leisure,Gatwick to Bangkok via Doha,United Kingdom,9,0.7,Yes,Seats were comfortable and IFE had lots of films and TV programmes to watch,seats were comfortable and ife had lots of films and tv programmes to watch,3,Comfortable Seats,praise
1182,2019,9,Economy Class,Solo Leisure,Colombo to Amsterdam via Doha,United Kingdom,5,-0.3,Yes,staff were great during check-in and on the plane,staff were great during check-in and on the plane,6,Cabin Crew Friendly,praise
1183,2019,9,Economy Class,Solo Leisure,Cape Town to Brussels via Doha,South Africa,10,0.9,Yes,"cabin crew is friendly, accommodating, genuine, helpful and professional","cabin crew is friendly, accommodating, genuine, helpful and professional",6,Cabin Crew Friendly,praise
1186,2019,9,Economy Class,Solo Leisure,Bangkok to Kuwait via Doha,Kuwait,8,0.8,Yes,"seat was comfortable, food & beverage good","seat was comfortable, food & beverage good",3,Comfortable Seats,praise
1187,2019,9,Business Class,Solo Leisure,Kuwait to Bangkok via Doha,Kuwait,9,0.9,Yes,fantastic and very comfortable flight,fantastic and very comfortable flight,8,Good <-> Excellent/Exceptional,praise
1188,2019,9,Business Class,Solo Leisure,Vienna to Doha,United Kingdom,8,0.9,Yes,one of the best in the world,one of the best in the world,5,Class Experience,praise
1189,2019,9,Economy Class,Business,Tokyo to Venice via Doha,Italy,2,-0.8,No,flight attendants smile a lot,flight attendants smile a lot,6,Cabin Crew Friendly,praise
1190,2019,9,Economy Class,Business,Beirut to Doha,Qatar,7,0.7,Yes,QA lounge staff service is excellent.,qa lounge staff service is excellent.,4,Good <-> Excellent/Exceptional,praise
1191,2019,9,Economy Class,Couple Leisure,Sydney to Nice via Doha,Australia,8,0.75,Yes,"quality IFE, good blanket and pillow, attention to detail","quality ife, good blanket and pillow, attention to detail",5,Class Experience,praise
1192,2019,8,First Class,Solo Leisure,Doha to Sydney,Australia,7,0.7,No,"Crew fantastic, comfortable seat","crew fantastic, comfortable seat",3,Comfortable Seats,praise
1195,2019,8,Economy Class,Solo Leisure,Johannesburg to Edinburgh via Doha,United Kingdom,10,0.9,Yes,Both flights arrived on time. On-board service was excellent with the crew being attentive to needs without being too insistent.,both flights arrived on time. on-board service was excellent with the crew being attentive to needs without being too insistent.,8,Good <-> Excellent/Exceptional,praise
1196,2019,8,Business Class,Solo Leisure,Doha to Bangkok,United Kingdom,5,-0.7,No,Crew was brilliant and apologetic,crew was brilliant and apologetic,6,Cabin Crew Friendly,praise
1197,2019,8,Business Class,Business,Rome to Sydney via Doha,Australia,8,0.8,Yes,"can’t fault the service, the courtesy of the staff","can’t fault the service, the courtesy of the staff",2,Friendly & Helpful,praise
1201,2019,8,Economy Class,Business,Mumbai to Brussels via Doha,India,10,0.95,Yes,"excellent service, attitude, attentiveness","excellent service, attitude, attentiveness",4,Good <-> Excellent/Exceptional,praise
1202,2019,8,Economy Class,Business,Brussels to Mumbai via Doha,India,10,0.9,Yes,"service was excellent, staff taking care","service was excellent, staff taking care",4,Good <-> Excellent/Exceptional,praise
1203,2019,8,Economy Class,Couple Leisure,Sydney to Gothenburg via Doha,Australia,9,0.8,Yes,"Very friendly service, A+","very friendly service, a+",4,Good <-> Excellent/Exceptional,praise
1205,2019,8,First Class,Solo Leisure,Doha to Amman,Qatar,7,0.6,Yes,"pleasant staff, nice QSuites","pleasant staff, nice qsuites",2,Friendly & Helpful,praise
1206,2019,8,Economy Class,Solo Leisure,Doha to Gatwick,United Kingdom,7,0.3,Yes,happy with inflight service and punctuality,happy with inflight service and punctuality,8,Good <-> Excellent/Exceptional,praise
1207,2019,8,Economy Class,Business,Paris to Kolkata via Doha,France,7,0.6,Yes,"Comfortable seats, excellent movie selection","comfortable seats, excellent movie selection",3,Comfortable Seats,praise
1208,2019,8,Economy Class,Couple Leisure,Brussels to Bangkok via Doha,Netherlands,10,0.95,Yes,"Outstanding service, wonderful people, good food","outstanding service, wonderful people, good food",0,Food: Good/Great,praise
1210,2019,8,Economy Class,Solo Leisure,Manchester to Auckland via Doha,United Kingdom,10,0.9,Yes,staff make all the difference,staff make all the difference,2,Friendly & Helpful,praise
1211,2019,8,Business Class,Couple Leisure,Mumbai to Copenhagen via Doha,Iceland,10,0.95,Yes,Qatar Airways Business Class is 'the best of the best.',qatar airways business class is 'the best of the best.',1,Doha Lounge Experience,praise
1212,2019,8,Economy Class,Solo Leisure,Warsaw to Singapore via Doha,Poland,10,1.0,Yes,it was just perfect,it was just perfect,5,Class Experience,praise
1213,2019,7,Business Class,Couple Leisure,Sydney to Venice via Doha,Australia,10,0.9,Yes,staff’s service was first rate,staff’s service was first rate,2,Friendly & Helpful,praise
1214,2019,7,Business Class,Couple Leisure,Muscat to Houston via Doha,Oman,10,0.8,Yes,Staff Ahmed provided excellent service,staff ahmed provided excellent service,2,Friendly & Helpful,praise
1215,2019,7,Economy Class,Couple Leisure,Helsinki to Singapore via Doha,France,5,-0.75,No,"Seats were comfortable, bigger plane, good entertainment","seats were comfortable, bigger plane, good entertainment",3,Comfortable Seats,praise
1216,2019,7,Economy Class,Business,Stockholm to Chennai via Doha,Serbia,9,0.8,Yes,"Outstanding choice of meals and drinks, awesome ground service at Hamad Airport.","outstanding choice of meals and drinks, awesome ground service at hamad airport.",0,Food: Good/Great,praise
1217,2019,7,Business Class,Family Leisure,Bangkok to Johannesburg via Doha,Thailand,10,0.95,Yes,Qsuite is the best way to travel,qsuite is the best way to travel,7,QSuites Experience,praise
1218,2019,7,Economy Class,Family Leisure,Calicut to Philadelphia via Doha,United States,10,0.9,Yes,appreciate his help to make the journey pleasant,appreciate his help to make the journey pleasant,5,Class Experience,praise
1219,2019,7,Economy Class,Solo Leisure,Moscow to Bangkok via Doha,Thailand,5,-0.7,No,Cabin crew provided good services,cabin crew provided good services,6,Cabin Crew Friendly,praise
1221,2019,7,First Class,Family Leisure,Paris CDG to Bangkok via Doha,United Kingdom,7,0.3,Yes,"extremely comfy, quiet and roomy","extremely comfy, quiet and roomy",3,Comfortable Seats,praise
1222,2019,7,Economy Class,Solo Leisure,Frankfurt to Kuala Lumpur via Doha,Germany,10,0.9,Yes,Both legs were great,both legs were great,5,Class Experience,praise
1223,2019,7,Business Class,Solo Leisure,Cape Town to Ankara via Doha,Germany,2,-0.5,No,"quiet and comfortable A350, with the usual high standard service","quiet and comfortable a350, with the usual high standard service",3,Comfortable Seats,praise
1224,2019,7,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,Iceland,10,0.9,Yes,"on-board service is exceptional, finest Business Class seat to date","on-board service is exceptional, finest business class seat to date",4,Good <-> Excellent/Exceptional,praise
