review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
1266,2019,4,Economy Class,Family Leisure,Male to Milan via Doha,United Kingdom,4,-0.8,No,refused any compensation for delay,refused any compensation for delay,2,Delayed Flight,complaint
1267,2019,4,Business Class,Business,Barcelona to Mumbai via Doha,Spain,6,0.5,No,Doha lounge was overrated and almost appalling,doha lounge was overrated and almost appalling,6,Doha Airport Experience,complaint
1268,2019,4,Economy Class,Business,Washington to Bangkok via Doha,Thailand,6,0.7,Yes,boarding process was chaotic and delayed,boarding process was chaotic and delayed,5,Boarding Experience,complaint
1271,2019,4,Economy Class,Couple Leisure,Auckland to Johannesburg via Doha,New Zealand,7,0.7,Yes,OR Tambo airport staff fussed about visa/return ticket,or tambo airport staff fussed about visa/return ticket,5,Boarding Experience,complaint
1275,2019,4,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,0.85,Yes,Amuse-bouche was a bit too cold,amuse-bouche was a bit too cold,0,Poor Customer IFE,complaint
1276,2019,4,Economy Class,Business,Bangalore to Boston via Doha,United States,7,0.3,Yes,seat was very uncomfortable,seat was very uncomfortable,4,Uncomfortable Seats,complaint
1277,2019,4,Economy Class,Family Leisure,Doha to New York,United States,2,-0.9,No,"food was horrible, bathroom dirty","food was horrible, bathroom dirty",1,Poor Food Quality,complaint
1278,2019,4,Economy Class,Business,Boston to Hyderabad via Doha,United States,7,0.6,Yes,Boeing 787-8 seat comfort issues,boeing 787-8 seat comfort issues,4,Uncomfortable Seats,complaint
1284,2019,4,Economy Class,Couple Leisure,Vienna to Denpasar via Doha,Austria,2,-0.7,No,meals were very bad,meals were very bad,1,Poor Food Quality,complaint
1289,2019,3,Business Class,Solo Leisure,Doha to Kolkata,United States,9,0.8,Yes,old-fashioned payment method,old-fashioned payment method,0,Poor Customer IFE,complaint
1290,2019,3,Economy Class,Solo Leisure,London Heathrow to Kuala Lumpur via Doha,Malaysia,8,0.7,Yes,vague announcements for flights using buses to aircrafts at DOH,vague announcements for flights using buses to aircrafts at doh,5,Boarding Experience,complaint
1294,2019,3,Business Class,Business,Oslo to Singapore via Doha,Germany,5,0.2,Yes,Qatar changed terminal in Singapore to T1,qatar changed terminal in singapore to t1,6,Doha Airport Experience,complaint
1296,2019,3,Business Class,Business,Doha to Amsterdam,Netherlands,1,-0.8,No,Seats look old and outdated,seats look old and outdated,4,Uncomfortable Seats,complaint
1297,2019,2,Economy Class,Couple Leisure,Birmingham to Manila via Doha,United Kingdom,9,0.85,Yes,disappointed with meal choices,disappointed with meal choices,1,Poor Food Quality,complaint
1298,2019,2,Business Class,Solo Leisure,Bangalore to London via Doha,India,9,0.75,Yes,delay at Doha,delay at doha,6,Doha Airport Experience,complaint
1301,2019,2,Business Class,Solo Leisure,Singapore to Doha,Norway,6,-0.2,Yes,"Crew were very slow, food delayed","crew were very slow, food delayed",1,Poor Food Quality,complaint
1302,2019,2,Economy Class,Business,London to Lahore via Doha,United Kingdom,7,0.3,Yes,Meal served uninspiring,meal served uninspiring,1,Poor Food Quality,complaint
1307,2019,2,Business Class,Solo Leisure,Bangkok to Milan via Doha,United Kingdom,3,-0.8,No,worst boarding experience ever,worst boarding experience ever,5,Boarding Experience,complaint
1308,2019,2,Economy Class,Solo Leisure,Hong Kong to Vienna via Doha,Hong Kong,3,-0.7,No,No meal vouchers during long connection,no meal vouchers during long connection,1,Poor Food Quality,complaint
1309,2019,2,Economy Class,Couple Leisure,Montreal to Phuket via Doha,Canada,4,-0.85,No,"Flight issues, customer service problems","flight issues, customer service problems",2,Delayed Flight,complaint
1310,2019,2,Economy Class,Solo Leisure,Bangkok to Gatwick via Doha,United Kingdom,5,-0.7,No,rushed by staff,rushed by staff,7,Unhelpful/Rude Crew,complaint
1311,2019,2,Economy Class,Solo Leisure,Sydney to Amman via Doha,Australia,10,0.8,Yes,missed connection due to misunderstanding boarding time,missed connection due to misunderstanding boarding time,2,Delayed Flight,complaint
1312,2019,2,Economy Class,Couple Leisure,Belgrade to Phuket via Doha,Serbia,2,-0.8,No,"flight late 3 hours, missed connection","flight late 3 hours, missed connection",2,Delayed Flight,complaint
1313,2019,2,Economy Class,Solo Leisure,Copenhagen to Muscat via Doha,Denmark,2,-0.8,No,"seats are narrow, elbow placement forced","seats are narrow, elbow placement forced",4,Uncomfortable Seats,complaint
1315,2019,2,Economy Class,Family Leisure,Doha to Perth,Australia,8,0.6,Yes,cabin staff used seats as thoroughway,cabin staff used seats as thoroughway,4,Uncomfortable Seats,complaint
1316,2019,2,Economy Class,Family Leisure,Munich to Doha,Australia,7,0.3,Yes,poor food quality,poor food quality,1,Poor Food Quality,complaint
1319,2019,1,Business Class,Solo Leisure,Mumbai to Doha,Iceland,10,0.8,Yes,Lounge transforms into a bus station during peak hour,lounge transforms into a bus station during peak hour,9,Lounge Experience,complaint
1321,2019,1,Economy Class,Couple Leisure,London to Sydney via Doha,United Kingdom,2,-0.8,No,Check in at Heathrow was chaos,check in at heathrow was chaos,5,Boarding Experience,complaint
1324,2019,1,Economy Class,Solo Leisure,Birmingham to Bangkok via Doha,United Kingdom,9,0.85,Yes,leg room was only 29inch,leg room was only 29inch,4,Uncomfortable Seats,complaint
1326,2019,1,Economy Class,Couple Leisure,Bangalore to Copenhagen via Doha,Finland,6,0.2,Yes,"screaming children, cramped seating","screaming children, cramped seating",4,Uncomfortable Seats,complaint
1327,2019,1,Economy Class,Family Leisure,Kochi to Munich via Doha,Germany,4,-0.8,No,seat allocation system changed for the worse,seat allocation system changed for the worse,4,Uncomfortable Seats,complaint
1328,2019,1,Economy Class,Couple Leisure,Gothenburg to Dar Es Salaam via Doha,Sweden,2,-0.85,No,13 days to answer request,13 days to answer request,0,Poor Customer IFE,complaint
1329,2019,1,Economy Class,Couple Leisure,Singapore to Doha,Singapore,8,0.3,Yes,Breakfast was awful.,breakfast was awful.,1,Poor Food Quality,complaint
1330,2019,1,Economy Class,Business,Toronto to Colombo via Montreal / Doha,Canada,2,-0.8,No,customer service has been very disappointing,customer service has been very disappointing,0,Poor Customer IFE,complaint
1331,2019,1,Economy Class,Family Leisure,Doha to Gatwick,United Kingdom,1,-0.8,No,seats in different rows for child and parent,seats in different rows for child and parent,4,Uncomfortable Seats,complaint
1332,2019,1,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,United Kingdom,4,-0.8,No,Delays on both flights,delays on both flights,2,Delayed Flight,complaint
1333,2019,1,Economy Class,Couple Leisure,Perth to Edinburgh via Doha,United Kingdom,8,-0.2,Yes,food was bland and not very appetising,food was bland and not very appetising,1,Poor Food Quality,complaint
1334,2019,1,Business Class,Family Leisure,Johannesburg to Singapore via Doha,South Africa,9,-0.3,Yes,Not offered to have beds made up,not offered to have beds made up,0,Poor Customer IFE,complaint
1336,2019,1,Economy Class,Couple Leisure,Washington to Doha,United States,3,-0.8,No,missed connection due to delay,missed connection due to delay,2,Delayed Flight,complaint
1337,2019,1,Business Class,Family Leisure,Los Angeles to Doha,Qatar,6,-0.3,Yes,old and tired Boeing 777-200LR,old and tired boeing 777-200lr,0,Poor Customer IFE,complaint
1338,2019,1,Economy Class,Solo Leisure,Doha to Copenhagen,Denmark,10,0.8,Yes,crew efficiency during disembarkation,crew efficiency during disembarkation,5,Boarding Experience,complaint
1339,2018,12,Economy Class,Family Leisure,Perth to Munich via Doha,Australia,7,-0.2,Yes,"tight seat pockets, broken cups","tight seat pockets, broken cups",4,Uncomfortable Seats,complaint
1340,2018,12,Economy Class,Couple Leisure,Washington to Doha,Qatar,1,-0.8,No,Urgent change request not handled promptly or helpfully,urgent change request not handled promptly or helpfully,0,Poor Customer IFE,complaint
1341,2018,12,Business Class,Solo Leisure,London to Doha,Malaysia,6,-0.8,Yes,"dated plane, no privacy, uncomfortable seat","dated plane, no privacy, uncomfortable seat",4,Uncomfortable Seats,complaint
1342,2018,12,Economy Class,Solo Leisure,Denpasar to Munich via Doha,Germany,5,-0.7,No,cabin baggage exceeded allowed weight,cabin baggage exceeded allowed weight,3,Baggage Lost,complaint
1343,2018,12,Business Class,Family Leisure,Doha to Los Angeles,Qatar,8,0.2,Yes,boarding process hampered by security screening,boarding process hampered by security screening,5,Boarding Experience,complaint
1344,2018,12,Economy Class,Solo Leisure,Berlin to Hanoi via Doha,Germany,3,-0.8,No,no accommodation for 20 hours,no accommodation for 20 hours,9,Lounge Experience,complaint
1345,2018,12,Business Class,Solo Leisure,Doha to Hong Kong,Hong Kong,2,-0.8,No,"plane change without notice, inaccurate menu","plane change without notice, inaccurate menu",5,Boarding Experience,complaint
1347,2018,12,Business Class,Solo Leisure,Kigali to Frankfurt via Doha,Vietnam,7,-0.3,Yes,long bus-gating in Doha,long bus-gating in doha,6,Doha Airport Experience,complaint
1348,2018,12,Business Class,Solo Leisure,Sofia to Kathmandu via Doha,Germany,3,-0.8,No,"Hard cradle like seats, poor catering","hard cradle like seats, poor catering",4,Uncomfortable Seats,complaint
1349,2018,12,Business Class,Business,Tbilisi to Jakarta via Doha,United Kingdom,4,-0.3,No,ground service in Doha was terrible,ground service in doha was terrible,6,Doha Airport Experience,complaint
1350,2018,12,Economy Class,Family Leisure,London to Mumbai via Doha,United States,10,0.85,Yes,horrible connecting process at London,horrible connecting process at london,0,Poor Customer IFE,complaint
1353,2018,11,Economy Class,Couple Leisure,Edinburgh to Phuket via Doha,United Kingdom,4,-0.8,Yes,"terrible, bland food","terrible, bland food",1,Poor Food Quality,complaint
1355,2018,11,Business Class,Family Leisure,Hong Kong to Doha,Qatar,8,0.3,Yes,poor food selection and taste,poor food selection and taste,1,Poor Food Quality,complaint
1356,2018,11,Economy Class,Business,New York to Trivandrum via Doha,United States,3,-0.8,No,Lost one day due to delayed connection.,lost one day due to delayed connection.,2,Delayed Flight,complaint
1357,2018,11,Economy Class,Solo Leisure,Dallas to Bangkok via Doha,United States,4,-0.8,No,overweight carry-on fee too high,overweight carry-on fee too high,3,Baggage Lost,complaint
1358,2018,11,Economy Class,Business,Bangalore to Nice via Doha,India,1,-0.8,No,"Seats not comfortable, food bad","seats not comfortable, food bad",4,Uncomfortable Seats,complaint
1359,2018,11,Economy Class,Solo Leisure,Doha to Manchester,United Kingdom,5,-0.7,No,snacks on the plane were vile,snacks on the plane were vile,1,Poor Food Quality,complaint
1362,2018,11,Economy Class,Solo Leisure,Adelaide to Doha,Australia,1,-0.95,No,worst customer service I have ever experienced,worst customer service i have ever experienced,0,Poor Customer IFE,complaint
1367,2018,11,Business Class,Solo Leisure,London to Kuala Lumpur via Doha,Malaysia,9,0.8,Yes,seat 5B is empty but cramped,seat 5b is empty but cramped,4,Uncomfortable Seats,complaint
1368,2018,11,Economy Class,Family Leisure,Vienna to Denpasar via Doha,Austria,3,-0.8,No,trapped in elevator for 45 minutes,trapped in elevator for 45 minutes,5,Boarding Experience,complaint
1370,2018,11,Economy Class,Solo Leisure,Dallas to Kathmandu via Doha,Nepal,3,0.3,No,staff not helping with luggage size,staff not helping with luggage size,3,Baggage Lost,complaint
1372,2018,10,Business Class,Solo Leisure,Kolkata to Doha,United States,8,0.8,Yes,"food looked ugly, overly salted, inedible","food looked ugly, overly salted, inedible",1,Poor Food Quality,complaint
1373,2018,10,Business Class,Family Leisure,Doha to Hong Kong,Qatar,7,0.3,Yes,poor food choice,poor food choice,1,Poor Food Quality,complaint
1374,2018,10,Business Class,Solo Leisure,Zanzibar to Doha,Sweden,4,-0.8,Yes,seats terribly uncomfortable for long flight,seats terribly uncomfortable for long flight,4,Uncomfortable Seats,complaint
1375,2018,10,Economy Class,Solo Leisure,Clark to Boston via Doha,Philippines,10,0.8,Yes,"gate issues, delayed boarding and departure","gate issues, delayed boarding and departure",5,Boarding Experience,complaint
1376,2018,10,Economy Class,Solo Leisure,Sydney to Helsinki via Doha,Finland,7,0.2,Yes,food quality has gone down,food quality has gone down,1,Poor Food Quality,complaint
1377,2018,10,Economy Class,Solo Leisure,Brussels to Bangkok via Doha,Thailand,2,-0.8,No,missed connecting flight due to no food,missed connecting flight due to no food,2,Delayed Flight,complaint
1379,2018,10,Economy Class,Family Leisure,Montreal to Doha,Canada,5,-0.75,Yes,staff procrastinating and not responsible,staff procrastinating and not responsible,7,Unhelpful/Rude Crew,complaint
1380,2018,10,First Class,Couple Leisure,Perth to Doha,Australia,1,-0.8,No,"Qmiles upgrade issues, support line problems","qmiles upgrade issues, support line problems",0,Poor Customer IFE,complaint
1383,2018,10,Business Class,Solo Leisure,Kuala Lumpur to Munich via Doha,Germany,9,0.7,Yes,nightmare of the lounge at Doha airport,nightmare of the lounge at doha airport,6,Doha Airport Experience,complaint
1384,2018,10,Business Class,Couple Leisure,Doha to Amman,Qatar,8,-0.3,Yes,"Delayed Service Requests, inefficient support","delayed service requests, inefficient support",0,Poor Customer IFE,complaint
1385,2018,10,Economy Class,Couple Leisure,London to Colombo via Doha,United Kingdom,7,0.3,Yes,Inconsistent cabin crew service,inconsistent cabin crew service,7,Unhelpful/Rude Crew,complaint
1388,2018,10,Economy Class,Family Leisure,Doha to Cardiff,Australia,2,-0.8,No,"Cancelled flight, extra costs, long travel time","cancelled flight, extra costs, long travel time",2,Delayed Flight,complaint
1389,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,0.8,Yes,Wifi was free for 30 minutes but only few Mb and for a fee of 5-20 USD for up to 100 Mb.,wifi was free for 30 minutes but only few mb and for a fee of 5-20 usd for up to 100 mb.,8,WiFi Issues,complaint
1390,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,0.3,Yes,food is poorer than before,food is poorer than before,1,Poor Food Quality,complaint
1391,2018,10,Economy Class,Family Leisure,Paris to Sydney via Doha,Australia,2,-0.8,No,"Late check-in, no assistance","late check-in, no assistance",0,Poor Customer IFE,complaint
1392,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,0.75,Yes,BA lounge below average,ba lounge below average,9,Lounge Experience,complaint
1393,2018,9,Economy Class,Family Leisure,Doha to Casablanca,Hong Kong,1,-0.8,No,"Cancelled flight, long wait at airport","cancelled flight, long wait at airport",2,Delayed Flight,complaint
1394,2018,9,Economy Class,Business,Najaf to Montreal via Doha,Canada,4,-0.8,No,rude staff at Najaf airport,rude staff at najaf airport,7,Unhelpful/Rude Crew,complaint
1396,2018,9,Economy Class,Couple Leisure,Helsinki to Hong Kong via Doha,France,8,-0.3,Yes,"broken luggage, bad customer service","broken luggage, bad customer service",3,Baggage Lost,complaint
